team_name,common_name,season,country,matches_played,matches_played_home,matches_played_away,suspended_matches,wins,wins_home,wins_away,draws,draws_home,draws_away,losses,losses_home,losses_away,points_per_game,points_per_game_home,points_per_game_away,league_position,league_position_home,league_position_away,performance_rank,goals_scored,goals_conceded,goal_difference,total_goal_count,total_goal_count_home,total_goal_count_away,goals_scored_home,goals_scored_away,goals_conceded_home,goals_conceded_away,goal_difference_home,goal_difference_away,minutes_per_goal_scored,minutes_per_goal_scored_home,minutes_per_goal_scored_away,minutes_per_goal_conceded,minutes_per_goal_conceded_home,minutes_per_goal_conceded_away,clean_sheets,clean_sheets_home,clean_sheets_away,btts_count,btts_count_home,btts_count_away,fts_count,fts_count_home,fts_count_away,first_team_to_score_count,first_team_to_score_count_home,first_team_to_score_count_away,corners_total,corners_total_home,corners_total_away,cards_total,cards_total_home,cards_total_away,average_possession,average_possession_home,average_possession_away,shots,shots_home,shots_away,shots_on_target,shots_on_target_home,shots_on_target_away,shots_off_target,shots_off_target_home,shots_off_target_away,fouls,fouls_home,fouls_away,goals_scored_half_time,goals_scored_half_time_home,goals_scored_half_time_away,goals_conceded_half_time,goals_conceded_half_time_home,goals_conceded_half_time_away,goal_difference_half_time,goal_difference_half_time_home,goal_difference_half_time_away,leading_at_half_time,leading_at_half_time_home,leading_at_half_time_away,draw_at_half_time,draw_at_half_time_home,draw_at_half_time_away,losing_at_half_time,losing_at_half_time_home,losing_at_half_time_away,points_per_game_half_time,points_per_game_half_time_home,points_per_game_half_time_away,average_total_goals_per_match,average_total_goals_per_match_home,average_total_goals_per_match_away,goals_scored_per_match,goals_scored_per_match_home,goals_scored_per_match_away,goals_conceded_per_match,goals_conceded_per_match_home,goals_conceded_per_match_away,total_goals_per_match_half_time,total_goals_per_match_half_time_home,total_goals_per_match_half_time_away,goals_scored_per_match_half_time,goals_scored_per_match_half_time_home,goals_scored_per_match_half_time_away,goals_conceded_per_match_half_time,goals_conceded_per_match_half_time_home,goals_conceded_per_match_half_time_away,over05_count,over15_count,over25_count,over35_count,over45_count,over55_count,over05_count_home,over15_count_home,over25_count_home,over35_count_home,over45_count_home,over55_count_home,over05_count_away,over15_count_away,over25_count_away,over35_count_away,over45_count_away,over55_count_away,under05_count,under15_count,under25_count,under35_count,under45_count,under55_count,under05_count_home,under15_count_home,under25_count_home,under35_count_home,under45_count_home,under55_count_home,under05_count_away,under15_count_away,under25_count_away,under35_count_away,under45_count_away,under55_count_away,over05_percentage,over15_percentage,over25_percentage,over35_percentage,over45_percentage,over55_percentage,over05_percentage_home,over15_percentage_home,over25_percentage_home,over35_percentage_home,over45_percentage_home,over55_percentage_home,over05_percentage_away,over15_percentage_away,over25_percentage_away,over35_percentage_away,over45_percentage_away,over55_percentage_away,under05_percentage,under15_percentage,under25_percentage,under35_percentage,under45_percentage,under55_percentage,under05_percentage_home,under15_percentage_home,under25_percentage_home,under35_percentage_home,under45_percentage_home,under55_percentage_home,under05_percentage_away,under15_percentage_away,under25_percentage_away,under35_percentage_away,under45_percentage_away,under55_percentage_away,over05_count_half_time,over15_count_half_time,over25_count_half_time,over05_count_half_time_home,over15_count_half_time_home,over25_count_half_time_home,over05_count_half_time_away,over15_count_half_time_away,over25_count_half_time_away,over05_half_time_percentage,over15_half_time_percentage,over25_half_time_percentage,over05_half_time_percentage_home,over15_half_time_percentage_home,over25_half_time_percentage_home,over05_half_time_percentage_away,over15_half_time_percentage_away,over25_half_time_percentage_away,win_percentage,win_percentage_home,win_percentage_away,home_advantage_percentage,clean_sheet_percentage,clean_sheet_percentage_home,clean_sheet_percentage_away,btts_percentage,btts_percentage_home,btts_percentage_away,fts_percentage,fts_percentage_home,fts_percentage_away,first_team_to_score_percentage,first_team_to_score_percentage_home,first_team_to_score_percentage_away,clean_sheet_half_time,clean_sheet_half_time_home,clean_sheet_half_time_away,clean_sheet_half_time_percentage,clean_sheet_half_time_percentage_home,clean_sheet_half_time_percentage_away,fts_half_time,fts_half_time_home,fts_half_time_away,fts_half_time_percentage,fts_half_time_percentage_home,fts_half_time_percentage_away,btts_half_time,btts_half_time_home,btts_half_time_away,btts_half_time_percentage,btts_half_time_percentage_home,btts_half_time_percentage_away,leading_at_half_time_percentage,leading_at_half_time_percentage_home,leading_at_half_time_percentage_away,draw_at_half_time_percentage,draw_at_half_time_percentage_home,draw_at_half_time_percentage_away,losing_at_half_time_percentage,losing_at_half_time_percentage_home,losing_at_half_time_percentage_away,corners_per_match,corners_per_match_home,corners_per_match_away,cards_per_match,cards_per_match_home,cards_per_match_away,over65_corners_percentage,over75_corners_percentage,over85_corners_percentage,over95_corners_percentage,over105_corners_percentage,over115_corners_percentage,over125_corners_percentage,over135_corners_percentage,xg_for_avg_overall,xg_for_avg_home,xg_for_avg_away,xg_against_avg_overall,xg_against_avg_home,xg_against_avg_away,prediction_risk,goals_scored_min_0_to_10,goals_scored_min_11_to_20,goals_scored_min_21_to_30,goals_scored_min_31_to_40,goals_scored_min_41_to_50,goals_scored_min_51_to_60,goals_scored_min_61_to_70,goals_scored_min_71_to_80,goals_scored_min_81_to_90,goals_conceded_min_0_to_10,goals_conceded_min_11_to_20,goals_conceded_min_21_to_30,goals_conceded_min_31_to_40,goals_conceded_min_41_to_50,goals_conceded_min_51_to_60,goals_conceded_min_61_to_70,goals_conceded_min_71_to_80,goals_conceded_min_81_to_90,draw_percentage_overall,draw_percentage_home,draw_percentage_away,loss_percentage_ovearll,loss_percentage_home,loss_percentage_away,over145_corners_percentage
Nigeria National Team,Nigeria,2021,Nigeria,4,3,1,0,3,2,1,0,0,0,1,1,0,2.25,2.0,3.0,1,0,0,6,6,2,4,8,6,2,4,2,2,0,2,2,60,68,45,180,134,0,2,1,1,1,1,0,1,1,0,3,2,1,20,14,6,4,4,0,52,51,53,65,48,17,21,16,5,44,32,12,60,38,22,3,3,0,0,0,0,3,3,0,2,2,0,2,1,1,0,0,0,2.0,2.33,1.0,2.0,2.0,2.0,1.5,1.33,2.0,0.5,0.67,0.0,0.75,1.0,0.0,0.75,1.0,0.0,0.0,0.0,0.0,4,2,1,1,0,0,3,1,1,1,0,0,1,1,0,0,0,0,0,2,3,3,4,4,0,2,2,2,3,3,0,0,1,1,1,1,100,50,25,25,0,0,100,33,33,33,0,0,100,100,0,0,0,0,0,50,75,75,100,100,0,67,67,67,100,100,0,0,100,100,100,100,2,1,0,2,1,0,0,0,0,50,25,0,67,33,0,0,0,0,75,67,100,-23,50,33,100,25,33,0,25,33,0,75,67,100,4,3,1,100,100,100,2,1,1,50,33,100,0,0,0,0,0,0,50,67,0,50,33,100,0,0,0,5.0,4.67,6.0,1.0,1.33,0.0,50,50,50,25,25,0,0,0,1.79,1.76,1.87,0.88,0.83,1.01,25,1,0,1,0,2,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,25,33,0,0
Cameroon National Team,Cameroon,2021,Cameroon,7,4,3,0,4,3,1,3,1,2,0,0,0,2.14,2.5,1.67,1,0,0,1,14,7,7,21,11,10,8,6,3,4,5,2,45,45,45,90,120,68,2,1,1,5,3,2,1,1,0,3,1,2,46,25,21,12,7,5,61,59,63,117,64,53,47,27,20,70,37,33,96,55,41,5,4,1,4,2,2,1,2,-1,3,2,1,3,2,1,1,0,1,1.71,2.0,1.33,3.0,2.75,3.33,2.0,2.0,2.0,1.0,0.75,1.33,1.29,1.5,1.0,0.71,1.0,0.33,0.57,0.5,0.67,6,6,4,2,2,1,3,3,3,1,1,0,3,3,1,1,1,1,1,1,3,5,5,6,1,1,1,3,3,4,0,0,2,2,2,2,86,86,57,29,29,14,75,75,75,25,25,0,100,100,33,33,33,33,14,14,43,71,71,86,25,25,25,75,75,100,0,0,67,67,67,67,5,3,1,3,2,1,2,1,0,71,43,14,75,50,25,67,33,0,57,75,33,13,29,25,33,71,75,67,14,25,0,43,25,67,4,2,2,57,50,67,3,1,2,43,25,67,2,2,0,29,50,0,43,50,33,43,50,33,14,0,33,6.57,6.25,7.0,1.71,1.75,1.67,100,56,28,28,28,14,14,14,1.89,1.86,1.94,0.99,1.19,0.72,100,1,0,1,2,2,3,2,1,2,1,0,2,0,2,1,0,0,1,43,25,67,0,0,0,14
Algeria National Team,Algeria,2021,Algeria,3,2,1,0,0,0,0,1,1,0,2,1,1,0.33,0.5,0.0,4,0,0,20,1,4,-3,5,1,4,0,1,1,3,-1,-2,273,0,90,68,180,30,1,1,0,1,0,1,2,2,0,0,0,0,33,21,12,6,4,2,64,68,56,52,37,15,17,12,5,35,25,10,47,27,20,0,0,0,2,0,2,-2,0,-2,0,0,0,2,2,0,1,0,1,0.67,1.0,0.0,1.67,0.5,4.0,0.33,0.0,1.0,1.33,0.5,3.0,0.67,0.0,2.0,0.0,0.0,0.0,0.67,0.0,2.0,2,1,1,1,0,0,1,0,0,0,0,0,1,1,1,1,0,0,1,2,2,2,3,3,1,2,2,2,2,2,0,0,0,0,1,1,67,33,33,33,0,0,50,0,0,0,0,0,100,100,100,100,0,0,33,67,67,67,100,100,50,100,100,100,100,100,0,0,0,0,100,100,1,1,0,0,0,0,1,1,0,33,33,0,0,0,0,100,100,0,0,0,0,-19,33,50,0,33,0,100,67,100,0,0,0,0,2,2,0,67,100,0,3,2,1,100,100,100,0,0,0,0,0,0,0,0,0,67,100,0,33,0,100,11.0,10.5,12.0,2.0,2.0,2.0,100,100,100,100,100,100,67,33,1.84,1.96,1.59,1.33,1.01,1.98,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,33,50,0,67,50,100,0
Senegal National Team,Senegal,2021,Senegal,7,5,2,0,4,3,1,3,2,1,0,0,0,2.14,2.2,2.0,1,0,0,2,9,2,7,11,7,4,6,3,1,1,5,2,70,75,60,310,450,180,5,4,1,2,1,1,3,2,1,4,3,1,38,28,10,12,9,3,58,55,65,96,66,30,37,24,13,59,42,17,102,81,21,1,1,0,0,0,0,1,1,0,1,1,0,6,4,2,0,0,0,1.29,1.4,1.0,1.57,1.4,2.0,1.29,1.2,1.5,0.29,0.2,0.5,0.14,0.2,0.0,0.14,0.2,0.0,0.0,0.0,0.0,4,3,2,2,0,0,3,2,1,1,0,0,1,1,1,1,0,0,3,4,5,5,7,7,2,3,4,4,5,5,1,1,1,1,2,2,57,43,29,29,0,0,60,40,20,20,0,0,50,50,50,50,0,0,43,57,71,71,100,100,40,60,80,80,100,100,50,50,50,50,100,100,1,0,0,1,0,0,0,0,0,14,0,0,20,0,0,0,0,0,57,60,50,12,71,80,50,29,20,50,43,40,50,57,60,50,7,5,2,100,100,100,6,4,2,86,80,100,0,0,0,0,0,0,14,20,0,86,80,100,0,0,0,5.43,5.6,5.0,1.71,1.8,1.5,86,71,56,43,43,28,14,14,1.59,1.55,1.72,0.89,0.84,1.01,43,0,0,1,0,0,0,3,2,3,0,0,0,0,0,1,0,0,1,43,40,50,0,0,0,0
Guinea National Team,Guinea,2021,Guinea,4,2,2,0,1,1,0,1,0,1,2,1,1,1.0,1.5,0.5,2,0,0,14,2,3,-1,5,2,3,1,1,1,2,0,-1,180,180,180,120,180,90,2,1,1,1,0,1,2,1,1,1,1,0,27,12,15,10,3,7,57,58,57,60,34,26,13,8,5,47,26,21,74,30,44,1,1,0,2,0,2,-1,1,-2,1,1,0,2,1,1,1,0,1,1.25,2.0,0.5,1.25,1.0,1.5,0.5,0.5,0.5,0.75,0.5,1.0,0.75,0.5,1.0,0.25,0.5,0.0,0.5,0.0,1.0,3,1,1,0,0,0,2,0,0,0,0,0,1,1,1,0,0,0,1,3,3,4,4,4,0,2,2,2,2,2,1,1,1,2,2,2,75,25,25,0,0,0,100,0,0,0,0,0,50,50,50,0,0,0,25,75,75,100,100,100,0,100,100,100,100,100,50,50,50,100,100,100,2,1,0,1,0,0,1,1,0,50,25,0,50,0,0,50,50,0,25,50,0,17,50,50,50,25,0,50,50,50,50,25,50,0,3,2,1,75,100,50,3,1,2,75,50,100,0,0,0,0,0,0,25,50,0,50,50,50,25,0,50,6.75,6.0,7.5,2.5,1.5,3.5,100,100,75,50,50,50,25,25,1.47,1.64,1.3,1.26,1.28,1.24,25,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,25,0,50,50,50,50,0
Burkina Faso National Team,Burkina,2021,Burkina Faso,7,5,2,0,2,1,1,3,3,0,2,1,1,1.29,1.2,1.5,3,0,0,7,9,10,-1,19,15,4,7,2,8,2,-1,0,70,64,90,63,56,90,2,1,1,5,4,1,0,0,0,6,4,2,34,23,11,20,17,3,43,43,42,81,56,25,38,27,11,43,29,14,137,97,40,7,5,2,2,0,2,5,5,0,5,4,1,1,1,0,1,0,1,2.29,2.6,1.5,2.71,3.0,2.0,1.29,1.4,1.0,1.43,1.6,1.0,1.29,1.0,2.0,1.0,1.0,1.0,0.29,0.0,1.0,7,5,3,2,1,1,5,4,2,2,1,1,2,1,1,0,0,0,0,2,4,5,6,6,0,1,3,3,4,4,0,1,1,2,2,2,100,71,43,29,14,14,100,80,40,40,20,20,100,50,50,0,0,0,0,29,57,71,86,86,0,20,60,60,80,80,0,50,50,100,100,100,6,2,1,4,1,0,2,1,1,86,29,14,80,20,0,100,50,50,29,20,50,-2,29,20,50,71,80,50,0,0,0,86,80,100,6,5,1,86,100,50,1,1,0,14,20,0,1,0,1,14,0,50,71,80,50,14,20,0,14,0,50,4.86,4.6,5.5,2.86,3.4,1.5,100,86,86,86,71,43,28,28,1.39,1.36,1.47,1.69,1.85,1.29,71,0,0,4,1,3,0,0,0,1,0,0,0,1,1,1,1,2,4,43,60,0,29,20,50,28
Comoros National Team,Comoros,2021,Comoros,4,1,3,0,1,0,1,0,0,0,3,1,2,0.75,0.0,1.0,3,0,0,16,4,7,-3,11,1,10,0,4,1,6,-1,-2,90,0,68,51,90,45,0,0,0,2,0,2,2,1,1,1,0,1,7,3,4,8,1,7,44,63,38,45,11,34,15,3,12,30,8,22,52,12,40,1,0,1,3,1,2,-2,-1,-1,1,0,1,0,0,0,3,1,2,0.75,0.0,1.0,2.75,1.0,3.33,1.0,0.0,1.33,1.75,1.0,2.0,1.0,1.0,1.0,0.25,0.0,0.33,0.75,1.0,0.67,4,3,2,1,1,0,1,0,0,0,0,0,3,3,2,1,1,0,0,1,2,3,3,4,0,1,1,1,1,1,0,0,1,2,2,3,100,75,50,25,25,0,100,0,0,0,0,0,100,100,67,33,33,0,0,25,50,75,75,100,0,100,100,100,100,100,0,0,33,67,67,100,4,0,0,1,0,0,3,0,0,100,0,0,100,0,0,100,0,0,25,0,33,-29,0,0,0,50,0,67,50,100,33,25,0,33,1,0,1,25,0,33,3,1,2,75,100,67,0,0,0,0,0,0,25,0,33,0,0,0,75,100,67,1.75,3.0,1.33,2.0,1.0,2.33,75,50,50,50,25,25,25,0,1.22,1.45,1.14,1.99,1.25,2.23,25,1,0,0,0,0,0,1,0,2,0,2,1,0,0,0,2,1,1,0,0,0,75,100,67,0
Morocco National Team,Morocco,2021,Morocco,5,3,2,0,3,3,0,1,0,1,1,0,1,2.0,3.0,0.5,1,0,0,5,8,5,3,13,6,7,5,3,1,4,4,-1,56,54,60,90,273,45,2,2,0,3,1,2,0,0,0,3,2,1,31,23,8,6,3,3,61,65,54,83,59,24,36,25,11,47,34,13,81,49,32,3,2,1,2,1,1,1,1,0,2,1,1,2,2,0,1,0,1,1.6,1.67,1.5,2.6,2.0,3.5,1.6,1.67,1.5,1.0,0.33,2.0,1.0,1.0,1.0,0.6,0.67,0.5,0.4,0.33,0.5,5,4,3,1,0,0,3,2,1,0,0,0,2,2,2,1,0,0,0,1,2,4,5,5,0,1,2,3,3,3,0,0,0,1,2,2,100,80,60,20,0,0,100,67,33,0,0,0,100,100,100,50,0,0,0,20,40,80,100,100,0,33,67,100,100,100,0,0,0,50,100,100,4,1,0,2,1,0,2,0,0,80,20,0,67,33,0,100,0,0,60,100,0,36,40,67,0,60,33,100,0,0,0,60,67,50,3,2,1,60,67,50,2,1,1,40,33,50,1,1,0,20,33,0,40,33,50,40,67,0,20,0,50,6.2,7.67,4.0,1.2,1.0,1.5,100,80,80,40,0,0,0,0,1.92,2.25,1.43,0.96,0.7,1.35,60,1,1,0,0,1,0,1,1,3,1,0,1,0,0,1,0,0,1,20,0,50,20,0,50,0
Egypt National Team,Egypt,2021,Egypt,7,2,5,0,3,2,1,3,0,3,1,0,1,1.71,3.0,1.2,2,0,0,3,4,2,2,6,4,2,3,1,1,1,2,0,158,60,450,310,180,450,5,1,4,1,1,0,4,0,4,2,1,1,43,19,24,11,5,6,53,58,51,78,23,55,29,10,19,49,13,36,138,44,94,1,1,0,2,1,1,-1,0,-1,1,1,0,4,0,4,2,1,1,1.0,1.5,0.8,0.86,2.0,0.4,0.57,1.5,0.2,0.29,0.5,0.2,0.43,1.0,0.2,0.14,0.5,0.0,0.29,0.5,0.2,4,1,1,0,0,0,2,1,1,0,0,0,2,0,0,0,0,0,3,6,6,7,7,7,0,1,1,2,2,2,3,5,5,5,5,5,57,14,14,0,0,0,100,50,50,0,0,0,40,0,0,0,0,0,43,86,86,100,100,100,0,50,50,100,100,100,60,100,100,100,100,100,3,0,0,2,0,0,1,0,0,43,0,0,100,0,0,20,0,0,43,100,20,46,71,50,80,14,50,0,57,0,80,29,50,20,5,1,4,71,50,80,6,1,5,86,50,100,0,0,0,0,0,0,14,50,0,57,0,80,29,50,20,6.14,9.5,4.8,1.57,2.5,1.2,100,86,71,28,28,28,28,28,1.3,1.5,1.22,1.44,1.21,1.54,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,43,0,60,14,0,20,28
Tunisia National Team,Tunisia,2021,Tunisia,5,2,3,0,2,1,1,0,0,0,3,1,2,1.2,1.5,1.0,3,0,0,12,5,3,2,8,5,3,4,1,1,2,3,-1,90,45,273,150,180,134,2,1,1,0,0,0,3,1,2,2,1,1,33,11,22,13,5,8,57,55,59,59,22,37,24,13,11,35,9,26,83,33,50,2,2,0,1,0,1,1,2,-1,1,1,0,3,1,2,1,0,1,1.2,2.0,0.67,1.6,2.5,1.0,1.0,2.0,0.33,0.6,0.5,0.67,0.6,1.0,0.33,0.4,1.0,0.0,0.2,0.0,0.33,5,1,1,1,0,0,2,1,1,1,0,0,3,0,0,0,0,0,0,4,4,4,5,5,0,1,1,1,2,2,0,3,3,3,3,3,100,20,20,20,0,0,100,50,50,50,0,0,100,0,0,0,0,0,0,80,80,80,100,100,0,50,50,50,100,100,0,100,100,100,100,100,2,1,0,1,1,0,1,0,0,40,20,0,50,50,0,33,0,0,40,50,33,59,40,50,33,0,0,0,60,50,67,40,50,33,4,2,2,80,100,67,4,1,3,80,50,100,0,0,0,0,0,0,20,50,0,60,50,67,20,0,33,6.6,5.5,7.33,2.6,2.5,2.67,80,80,80,60,60,40,20,20,1.38,1.39,1.38,1.16,0.98,1.28,40,2,0,0,0,1,0,2,0,0,0,0,0,0,2,0,0,0,1,0,0,0,60,50,67,20
Mauritania National Team,Mauritania,2021,Mauritania,3,1,2,0,0,0,0,0,0,0,3,1,2,0.0,0.0,0.0,4,0,0,24,0,7,-7,7,1,6,0,0,1,6,-1,-6,0,0,0,39,90,30,0,0,0,0,0,0,3,1,2,0,0,0,11,5,6,5,2,3,47,61,40,40,21,19,8,4,4,32,17,15,43,15,28,0,0,0,4,1,3,-4,-1,-3,0,0,0,0,0,0,3,1,2,0.0,0.0,0.0,2.33,1.0,3.0,0.0,0.0,0.0,2.33,1.0,3.0,1.33,1.0,1.5,0.0,0.0,0.0,1.33,1.0,1.5,3,2,1,1,0,0,1,0,0,0,0,0,2,2,1,1,0,0,0,1,2,2,3,3,0,1,1,1,1,1,0,0,1,1,2,2,100,67,33,33,0,0,100,0,0,0,0,0,100,100,50,50,0,0,0,33,67,67,100,100,0,100,100,100,100,100,0,0,50,50,100,100,3,1,0,1,0,0,2,1,0,100,33,0,100,0,0,100,50,0,0,0,0,29,0,0,0,0,0,0,100,100,100,0,0,0,0,0,0,0,0,0,3,1,2,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,3.67,5.0,3.0,1.67,2.0,1.5,100,67,67,0,0,0,0,0,1.26,1.99,0.89,1.52,0.87,1.84,67,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,2,0,0,0,0,0,100,100,100,0
Sierra Leone National Team,Sierra Leone,2021,Sierra Leone,3,1,2,0,0,0,0,2,0,2,1,1,0,0.67,0.0,1.0,3,0,0,18,2,3,-1,5,1,4,0,2,1,2,-1,0,134,0,90,90,90,90,1,0,1,1,0,1,2,1,1,0,0,0,9,5,4,9,6,3,40,47,36,24,6,18,11,3,8,13,3,10,35,24,11,0,0,0,2,1,1,-2,-1,-1,0,0,0,1,0,1,2,1,1,0.33,0.0,0.5,1.67,1.0,2.0,0.67,0.0,1.0,1.0,1.0,1.0,0.67,1.0,0.5,0.0,0.0,0.0,0.67,1.0,0.5,2,1,1,1,0,0,1,0,0,0,0,0,1,1,1,1,0,0,1,2,2,2,3,3,0,1,1,1,1,1,1,1,1,1,2,2,67,33,33,33,0,0,100,0,0,0,0,0,50,50,50,50,0,0,33,67,67,67,100,100,0,100,100,100,100,100,50,50,50,50,100,100,2,0,0,1,0,0,1,0,0,67,0,0,100,0,0,50,0,0,0,0,0,0,33,0,50,33,0,50,67,100,50,0,0,0,1,0,1,33,0,50,3,1,2,100,100,100,0,0,0,0,0,0,0,0,0,33,0,50,67,100,50,3.0,5.0,2.0,3.0,6.0,1.5,100,100,100,100,67,67,0,0,0.92,0.8,0.99,2.07,2.04,2.08,33,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,67,0,100,33,100,0,0
Mali National Team,Mali,2021,Mali,4,2,2,0,2,1,1,2,1,1,0,0,0,2.0,2.0,2.0,1,0,0,9,4,1,3,5,2,3,2,2,0,1,2,1,90,90,90,360,0,180,3,2,1,1,0,1,1,1,0,3,1,2,23,10,13,9,2,7,59,62,56,62,33,29,16,8,8,46,25,21,67,33,34,1,1,0,0,0,0,1,1,0,1,1,0,3,1,2,0,0,0,1.5,2.0,1.0,1.25,1.0,1.5,1.0,1.0,1.0,0.25,0.0,0.5,0.25,0.5,0.0,0.25,0.5,0.0,0.0,0.0,0.0,3,2,0,0,0,0,1,1,0,0,0,0,2,1,0,0,0,0,1,2,4,4,4,4,1,1,2,2,2,2,0,1,2,2,2,2,75,50,0,0,0,0,50,50,0,0,0,0,100,50,0,0,0,0,25,50,100,100,100,100,50,50,100,100,100,100,0,50,100,100,100,100,1,0,0,1,0,0,0,0,0,25,0,0,50,0,0,0,0,0,50,50,50,50,75,100,50,25,0,50,25,50,0,75,50,100,4,2,2,100,100,100,3,1,2,75,50,100,0,0,0,0,0,0,25,50,0,75,50,100,0,0,0,5.75,5.0,6.5,2.25,1.0,3.5,100,50,25,25,25,0,0,0,1.59,1.7,1.47,0.82,0.93,0.71,25,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,50,50,50,0,0,0,0
Malawi National Team,Malawi,2021,Malawi,4,2,2,0,1,1,0,1,1,0,2,0,2,1.0,2.0,0.0,3,0,0,13,3,4,-1,7,3,4,2,1,1,3,1,-2,120,90,180,90,180,60,1,1,0,2,1,1,2,1,1,1,0,1,12,6,6,9,4,5,30,29,30,35,19,16,13,3,10,22,16,6,62,30,32,2,1,1,3,1,2,-1,0,-1,0,0,0,3,2,1,1,0,1,0.75,1.0,0.5,1.75,1.5,2.0,0.75,1.0,0.5,1.0,0.5,1.5,1.25,1.0,1.5,0.5,0.5,0.5,0.75,0.5,1.0,3,2,2,0,0,0,1,1,1,0,0,0,2,1,1,0,0,0,1,2,2,4,4,4,1,1,1,2,2,2,0,1,1,2,2,2,75,50,50,0,0,0,50,50,50,0,0,0,100,50,50,0,0,0,25,50,50,100,100,100,50,50,50,100,100,100,0,50,50,100,100,100,3,2,0,1,1,0,2,1,0,75,50,0,50,50,0,100,50,0,25,50,0,42,25,50,0,50,50,50,50,50,50,25,0,50,1,1,0,25,50,0,2,1,1,50,50,50,2,1,1,50,50,50,0,0,0,75,100,50,25,0,50,3.0,3.0,3.0,2.25,2.0,2.5,100,75,75,50,25,25,0,0,0.95,0.91,1.0,1.84,1.46,2.21,50,1,0,0,0,1,1,0,0,0,0,0,0,2,1,0,1,0,0,25,50,0,50,0,100,0
Equatorial Guinea National Team,Equatorial Guinea,2021,Equatorial Guinea,5,1,4,0,2,0,2,1,0,1,2,1,1,1.4,0.0,1.75,2,0,0,10,3,4,-1,7,1,6,0,3,1,3,-1,0,150,0,120,113,90,120,3,0,3,1,0,1,2,1,1,2,0,2,13,2,11,13,1,12,45,44,46,59,13,46,20,3,17,39,10,29,97,11,86,1,0,1,2,1,1,-1,-1,0,1,0,1,2,0,2,2,1,1,1.0,0.0,1.25,1.4,1.0,1.5,0.6,0.0,0.75,0.8,1.0,0.75,0.6,1.0,0.5,0.2,0.0,0.25,0.4,1.0,0.25,4,1,1,1,0,0,1,0,0,0,0,0,3,1,1,1,0,0,1,4,4,4,5,5,0,1,1,1,1,1,1,3,3,3,4,4,80,20,20,20,0,0,100,0,0,0,0,0,75,25,25,25,0,0,20,80,80,80,100,100,0,100,100,100,100,100,25,75,75,75,100,100,3,0,0,1,0,0,2,0,0,60,0,0,100,0,0,50,0,0,40,0,50,-63,60,0,75,20,0,25,40,100,25,40,0,50,3,0,3,60,0,75,4,1,3,80,100,75,0,0,0,0,0,0,20,0,25,40,0,50,40,100,25,2.6,2.0,2.75,2.6,1.0,3.0,60,60,40,40,20,20,20,20,1.26,1.27,1.26,1.39,1.41,1.39,20,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,1,0,20,0,25,40,100,25,0
Zimbabwe National Team,Zimbabwe,2021,Zimbabwe,3,1,2,0,1,1,0,0,0,0,2,0,2,1.0,3.0,0.0,4,0,0,17,3,4,-1,7,3,4,2,1,1,3,1,-2,90,45,180,68,90,60,0,0,0,2,1,1,1,0,1,2,1,1,10,1,9,8,3,5,47,37,52,38,13,25,13,5,8,25,8,17,42,16,26,3,2,1,1,0,1,2,2,0,1,1,0,2,0,2,0,0,0,1.67,3.0,1.0,2.33,3.0,2.0,1.0,2.0,0.5,1.33,1.0,1.5,1.33,2.0,1.0,1.0,2.0,0.5,0.33,0.0,0.5,3,2,2,0,0,0,1,1,1,0,0,0,2,1,1,0,0,0,0,1,1,3,3,3,0,0,0,1,1,1,0,1,1,2,2,2,100,67,67,0,0,0,100,100,100,0,0,0,100,50,50,0,0,0,0,33,33,100,100,100,0,0,0,100,100,100,0,50,50,100,100,100,2,2,0,1,1,0,1,1,0,67,67,0,100,100,0,50,50,0,33,100,0,63,0,0,0,67,100,50,33,0,50,67,100,50,2,1,1,67,100,50,1,0,1,33,0,50,1,0,1,33,0,50,33,100,0,67,0,100,0,0,0,3.33,1.0,4.5,2.67,3.0,2.5,100,67,33,0,0,0,0,0,1.36,1.33,1.38,1.5,1.65,1.43,67,0,0,1,1,1,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,67,0,100,0
